module_postmerge	entrez_id	gene_symbol	corr_egs	module_number	module_size	hub	module
grey	id_10000	id_AKT3		0	7246		hPHH_0
grey	id_10002	id_NR2E3		0	7246		hPHH_0
grey	id_100038246	id_TLX1NB		0	7246		hPHH_0
grey	id_10003	id_NAALAD2		0	7246		hPHH_0
grey	id_10004	id_NAALADL1		0	7246		hPHH_0
grey	id_10008	id_KCNE3		0	7246		hPHH_0
grey	id_100101467	id_ZSCAN30		0	7246		hPHH_0
grey	id_100124700	id_HOTAIR		0	7246		hPHH_0
grey	id_100125288	id_ZGLP1		0	7246		hPHH_0
grey	id_100126793	id_GHRLOS		0	7246		hPHH_0
grey	id_100127983	id_C8orf88		0	7246		hPHH_0
grey	id_100128139	id_LINC01233		0	7246		hPHH_0
grey	id_100128731	id_OST4		0	7246		hPHH_0
grey	id_100128946	id_LINC01310		0	7246		hPHH_0
grey	id_100129128	id_KHDC1L		0	7246		hPHH_0
grey	id_100129482	id_ZNF37BP		0	7246		hPHH_0
grey	id_100129597	id_LINC00462		0	7246		hPHH_0
grey	id_100129654	id_TCF24		0	7246		hPHH_0
grey	id_100129726	id_LINC01126		0	7246		hPHH_0
grey	id_100129792	id_CCDC152		0	7246		hPHH_0
grey	id_100130348	id_TMEM262		0	7246		hPHH_0
grey	id_100130418	id_CECR7		0	7246		hPHH_0
grey	id_100130449	id_PP14571		0	7246		hPHH_0
grey	id_100130519	id_TMEM221		0	7246		hPHH_0
grey	id_100130613	id_PRR32		0	7246		hPHH_0
grey	id_100130733	id_LRRC70		0	7246		hPHH_0
grey	id_100130958	id_SYCE1L		0	7246		hPHH_0
grey	id_100131366	id_LINC00605		0	7246		hPHH_0
grey	id_100131434	id_LINC00893		0	7246		hPHH_0
grey	id_100131755	id_ARMCX4		0	7246		hPHH_0
grey	id_100131801	id_PET100		0	7246		hPHH_0
grey	id_100131814	id_LINC00271		0	7246		hPHH_0
grey	id_100131816	id_UBE2DNL		0	7246		hPHH_0
grey	id_100131827	id_ZNF717		0	7246		hPHH_0
grey	id_100131897	id_FAM196B		0	7246		hPHH_0
grey	id_100132341	id_CLUHP3		0	7246		hPHH_0
grey	id_100132596	id_XG		0	7246		hPHH_0
grey	id_100132987	id_LINC00856		0	7246		hPHH_0
grey	id_100133319	id_PRO1804		0	7246		hPHH_0
grey	id_100133461	id_LINC02171		0	7246		hPHH_0
grey	id_100133612	id_LINC01134		0	7246		hPHH_0
grey	id_100133985	id_LINC01816		0	7246		hPHH_0
grey	id_100134259	id_LINC01119		0	7246		hPHH_0
grey	id_100141515	id_C17orf99		0	7246		hPHH_0
grey	id_100144597	id_LINC01056		0	7246		hPHH_0
grey	id_100144748	id_KLLN		0	7246		hPHH_0
grey	id_100169989	id_DBIL5P2		0	7246		hPHH_0
grey	id_100170229	id_SRRM5		0	7246		hPHH_0
grey	id_100170765	id_ERICH4		0	7246		hPHH_0
grey	id_10017	id_BCL2L10		0	7246		hPHH_0
grey	id_100188953	id_LINC00092		0	7246		hPHH_0
grey	id_100192379	id_PP12613		0	7246		hPHH_0
grey	id_100192386	id_FLJ16779		0	7246		hPHH_0
grey	id_1001	id_CDH3		0	7246		hPHH_0
grey	id_10022	id_INSL5		0	7246		hPHH_0
grey	id_10025	id_MED16		0	7246		hPHH_0
grey	id_100270679	id_LINC01432		0	7246		hPHH_0
grey	id_100287114	id_LINC00421		0	7246		hPHH_0
grey	id_100287569	id_LINC00173		0	7246		hPHH_0
grey	id_100287765	id_LINC00630		0	7246		hPHH_0
grey	id_100287814	id_LINC00582		0	7246		hPHH_0
grey	id_100287932	id_TIMM23		0	7246		hPHH_0
grey	id_100288637	id_ARHGAP11B		0	7246		hPHH_0
grey	id_100288797	id_TMEM239		0	7246		hPHH_0
grey	id_100289678	id_ZNF783		0	7246		hPHH_0
grey	id_100294720	id_NHEG1		0	7246		hPHH_0
grey	id_1002	id_CDH4		0	7246		hPHH_0
grey	id_100302691	id_LINC00184		0	7246		hPHH_0
grey	id_100316904	id_SAP25		0	7246		hPHH_0
grey	id_100329135	id_TRPC5OS		0	7246		hPHH_0
grey	id_100359394	id_LINC00102		0	7246		hPHH_0
grey	id_100379661	id_BACH1		0	7246		hPHH_0
grey	id_1003	id_CDH5		0	7246		hPHH_0
grey	id_10044	id_SH2D3C		0	7246		hPHH_0
grey	id_10047	id_CST8		0	7246		hPHH_0
grey	id_100498859	id_LINC00881		0	7246		hPHH_0
grey	id_100499171	id_LINC00276		0	7246		hPHH_0
grey	id_1004	id_CDH6		0	7246		hPHH_0
grey	id_100505474	id_LINC01539		0	7246		hPHH_0
grey	id_100505495	id_PCAT19		0	7246		hPHH_0
grey	id_100505515	id_LINC01723		0	7246		hPHH_0
grey	id_100505545	id_LINC01095		0	7246		hPHH_0
grey	id_100505547	id_LINC01208		0	7246		hPHH_0
grey	id_100505583	id_LINC00838		0	7246		hPHH_0
grey	id_100505609	id_LINC02053		0	7246		hPHH_0
grey	id_100505619	id_LINC00919		0	7246		hPHH_0
grey	id_100505621	id_C11orf72		0	7246		hPHH_0
grey	id_100505633	id_LINC01133		0	7246		hPHH_0
grey	id_100505659	id_LINC00967		0	7246		hPHH_0
grey	id_100505718	id_LINC01592		0	7246		hPHH_0
grey	id_100505741	id_SPATA1		0	7246		hPHH_0
grey	id_100505768	id_LINC01364		0	7246		hPHH_0
grey	id_100505776	id_LINC01541		0	7246		hPHH_0
grey	id_100505811	id_LINC02148		0	7246		hPHH_0
grey	id_100505835	id_LINC01532		0	7246		hPHH_0
grey	id_100505853	id_LINC01898		0	7246		hPHH_0
grey	id_100505920	id_LINC02036		0	7246		hPHH_0
grey	id_100505929	id_LINC01549		0	7246		hPHH_0
grey	id_100505964	id_LINC01304		0	7246		hPHH_0
grey	id_100505967	id_LINC00645		0	7246		hPHH_0
grey	id_100506012	id_PPP5D1		0	7246		hPHH_0
grey	id_100506013	id_APELA		0	7246		hPHH_0
grey	id_100506049	id_LRRC72		0	7246		hPHH_0
grey	id_100506084	id_ARL17B		0	7246		hPHH_0
grey	id_100506126	id_LINC00867		0	7246		hPHH_0
grey	id_100506172	id_LINC01568		0	7246		hPHH_0
grey	id_100506243	id_KRBOX1		0	7246		hPHH_0
grey	id_100506385	id_LINC01426		0	7246		hPHH_0
grey	id_100506403	id_RUNX1		0	7246		hPHH_0
grey	id_100506421	id_LINC01158		0	7246		hPHH_0
grey	id_100506433	id_LINC00648		0	7246		hPHH_0
grey	id_100506457	id_MIR3681HG		0	7246		hPHH_0
grey	id_100506465	id_LINC01234		0	7246		hPHH_0
grey	id_100506527	id_LINC01007		0	7246		hPHH_0
grey	id_100506542	id_LINC01082		0	7246		hPHH_0
grey	id_100506622	id_LINC00540		0	7246		hPHH_0
grey	id_100506627	id_DCDC1		0	7246		hPHH_0
grey	id_100506677	id_AA06		0	7246		hPHH_0
grey	id_100506697	id_LINC00327		0	7246		hPHH_0
grey	id_100506724	id_LINC00901		0	7246		hPHH_0
grey	id_100506742	id_CASP12		0	7246		hPHH_0
grey	id_100506755	id_MIR497HG		0	7246		hPHH_0
grey	id_100506791	id_LINC01511		0	7246		hPHH_0
grey	id_100506795	id_LINC01354		0	7246		hPHH_0
grey	id_100506827	id_LVCAT1		0	7246		hPHH_0
grey	id_100506834	id_GAS1RR		0	7246		hPHH_0
grey	id_100506840	id_IQCF4		0	7246		hPHH_0
grey	id_100506874	id_LINC00933		0	7246		hPHH_0
grey	id_100506930	id_LINC00665		0	7246		hPHH_0
grey	id_100507027	id_MRLN		0	7246		hPHH_0
grey	id_100507043	id_TUNAR		0	7246		hPHH_0
grey	id_100507050	id_TPBGL		0	7246		hPHH_0
grey	id_100507058	id_LINC00845		0	7246		hPHH_0
grey	id_100507059	id_LINC00703		0	7246		hPHH_0
grey	id_100507140	id_LINC01792		0	7246		hPHH_0
grey	id_100507143	id_LINC00708		0	7246		hPHH_0
grey	id_100507173	id_LINC01012		0	7246		hPHH_0
grey	id_100507257	id_MEG9		0	7246		hPHH_0
grey	id_100507274	id_LINC01210		0	7246		hPHH_0
grey	id_100507290	id_ZNF865		0	7246		hPHH_0
grey	id_100507362	id_LINC01015		0	7246		hPHH_0
grey	id_100507391	id_LINC01968		0	7246		hPHH_0
grey	id_100507421	id_TMEM178B		0	7246		hPHH_0
grey	id_100507424	id_ITFG2		0	7246		hPHH_0
grey	id_100507428	id_LINC00458		0	7246		hPHH_0
grey	id_100507462	id_GVQW2		0	7246		hPHH_0
grey	id_100507534	id_LINC02192		0	7246		hPHH_0
grey	id_100507540	id_LINC01504		0	7246		hPHH_0
grey	id_100507547	id_PRRT1		0	7246		hPHH_0
grey	id_100507584	id_LINC01016		0	7246		hPHH_0
grey	id_100507605	id_LINC00837		0	7246		hPHH_0
grey	id_100507629	id_LINC00658		0	7246		hPHH_0
grey	id_100507632	id_LINC00968		0	7246		hPHH_0
grey	id_100507650	id_RNF212B		0	7246		hPHH_0
grey	id_10050	id_SLC17A4		0	7246		hPHH_0
grey	id_100527964	id_ACBD6		0	7246		hPHH_0
grey	id_10052	id_GJC1		0	7246		hPHH_0
grey	id_10055	id_SAE1		0	7246		hPHH_0
grey	id_1005	id_CDH7		0	7246		hPHH_0
grey	id_100628315	id_DNM3OS		0	7246		hPHH_0
grey	id_100652824	id_KIAA2012		0	7246		hPHH_0
grey	id_100652929	id_LINC02078		0	7246		hPHH_0
grey	id_10067	id_SCAMP3		0	7246		hPHH_0
grey	id_1006	id_CDH8		0	7246		hPHH_0
grey	id_10071	id_MUC12		0	7246		hPHH_0
grey	id_10075	id_HUWE1		0	7246		hPHH_0
grey	id_10077	id_TSPAN32		0	7246		hPHH_0
grey	id_1007	id_CDH9		0	7246		hPHH_0
grey	id_10083	id_USH1C		0	7246		hPHH_0
grey	id_100847062	id_MIR5195		0	7246		hPHH_0
grey	id_100859921	id_LINC00536		0	7246		hPHH_0
grey	id_10085	id_EDIL3		0	7246		hPHH_0
grey	id_100861544	id_LINC00557		0	7246		hPHH_0
grey	id_100861546	id_LINC00564		0	7246		hPHH_0
grey	id_100861552	id_LINC00558		0	7246		hPHH_0
grey	id_100861554	id_LINC00563		0	7246		hPHH_0
grey	id_100861555	id_LINC00565		0	7246		hPHH_0
grey	id_100861573	id_LINC00572		0	7246		hPHH_0
grey	id_100862704	id_LINC00441		0	7246		hPHH_0
grey	id_10086	id_HHLA1		0	7246		hPHH_0
grey	id_100874143	id_LINC00358		0	7246		hPHH_0
grey	id_100874182	id_LINC00424		0	7246		hPHH_0
grey	id_100874187	id_LINC00559		0	7246		hPHH_0
grey	id_100874253	id_LINC00853		0	7246		hPHH_0
grey	id_100885781	id_LINC00348		0	7246		hPHH_0
grey	id_100885798	id_LINC00210		0	7246		hPHH_0
grey	id_100885848	id_PTGES3L		0	7246		hPHH_0
grey	id_10089	id_KCNK7		0	7246		hPHH_0
grey	id_1008	id_CDH10		0	7246		hPHH_0
grey	id_10090	id_UST		0	7246		hPHH_0
grey	id_10092	id_ARPC5		0	7246		hPHH_0
grey	id_10097	id_ACTR2		0	7246		hPHH_0
grey	id_100996279	id_LINC00269		0	7246		hPHH_0
grey	id_100996280	id_LINC00911		0	7246		hPHH_0
grey	id_100996342	id_LINC01664		0	7246		hPHH_0
grey	id_100996425	id_LINC02170		0	7246		hPHH_0
grey	id_100996490	id_LINC01206		0	7246		hPHH_0
grey	id_100996590	id_LINC01505		0	7246		hPHH_0
grey	id_100996597	id_LINC00690		0	7246		hPHH_0
grey	id_100996624	id_LINC01981		0	7246		hPHH_0
grey	id_1009	id_CDH11		0	7246		hPHH_0
grey	id_10101	id_NUBP2		0	7246		hPHH_0
grey	id_101060019	id_LINC01799		0	7246		hPHH_0
grey	id_10107	id_TRIM10		0	7246		hPHH_0
grey	id_10109	id_ARPC2		0	7246		hPHH_0
grey	id_1010	id_CDH12		0	7246		hPHH_0
grey	id_10121	id_ACTR1A		0	7246		hPHH_0
grey	id_1012	id_CDH13		0	7246		hPHH_0
grey	id_10134	id_BCAP31		0	7246		hPHH_0
grey	id_10136	id_CELA3A		0	7246		hPHH_0
grey	id_1013	id_CDH15		0	7246		hPHH_0
grey	id_10141	id_LINC01587		0	7246		hPHH_0
grey	id_10143	id_CLEC3A		0	7246		hPHH_0
grey	id_1014	id_CDH16		0	7246		hPHH_0
grey	id_10159	id_ATP6AP2		0	7246		hPHH_0
grey	id_1015	id_CDH17		0	7246		hPHH_0
grey	id_10164	id_CHST4		0	7246		hPHH_0
grey	id_1016	id_CDH18		0	7246		hPHH_0
grey	id_10175	id_CNIH1		0	7246		hPHH_0
grey	id_10178	id_TENM1		0	7246		hPHH_0
grey	id_101805491	id_TMEM247		0	7246		hPHH_0
grey	id_10186	id_LHFP		0	7246		hPHH_0
grey	id_10188	id_TNK2		0	7246		hPHH_0
grey	id_101926928	id_CRAT37		0	7246		hPHH_0
grey	id_101926975	id_LINC01844		0	7246		hPHH_0
grey	id_101926978	id_LINC01111		0	7246		hPHH_0
grey	id_101927007	id_LINC01365		0	7246		hPHH_0
grey	id_101927017	id_LINC01180		0	7246		hPHH_0
grey	id_101927059	id_LINC01957		0	7246		hPHH_0
grey	id_101927074	id_LINC00682		0	7246		hPHH_0
grey	id_101927081	id_MIR4307HG		0	7246		hPHH_0
grey	id_101927112	id_LINC01581		0	7246		hPHH_0
grey	id_101927115	id_LINC01933		0	7246		hPHH_0
grey	id_101927123	id_LINC02016		0	7246		hPHH_0
grey	id_101927129	id_LINC01580		0	7246		hPHH_0
grey	id_101927152	id_SAMMSON		0	7246		hPHH_0
grey	id_101927228	id_LINC02179		0	7246		hPHH_0
grey	id_101927244	id_LINC01788		0	7246		hPHH_0
grey	id_101927273	id_LINC01416		0	7246		hPHH_0
grey	id_101927295	id_LINC01360		0	7246		hPHH_0
grey	id_101927346	id_LINC02047		0	7246		hPHH_0
grey	id_101927348	id_LINC02186		0	7246		hPHH_0
grey	id_101927360	id_LINC01103		0	7246		hPHH_0
grey	id_101927379	id_LINC02201		0	7246		hPHH_0
grey	id_101927396	id_LINC01514		0	7246		hPHH_0
grey	id_101927406	id_LINC01821		0	7246		hPHH_0
grey	id_101927411	id_LINC01782		0	7246		hPHH_0
grey	id_101927438	id_LINC01800		0	7246		hPHH_0
grey	id_101927446	id_GTPBP10		0	7246		hPHH_0
grey	id_101927449	id_LINC01282		0	7246		hPHH_0
grey	id_101927494	id_LINC02070		0	7246		hPHH_0
grey	id_101927498	id_LINC01361		0	7246		hPHH_0
grey	id_101927528	id_LINC01204		0	7246		hPHH_0
grey	id_101927553	id_LINC01737		0	7246		hPHH_0
grey	id_101927574	id_LINC01186		0	7246		hPHH_0
grey	id_101927581	id_CCDC182		0	7246		hPHH_0
grey	id_101927587	id_LINC01725		0	7246		hPHH_0
grey	id_101927606	id_LINC01922		0	7246		hPHH_0
grey	id_101927641	id_LINC01877		0	7246		hPHH_0
grey	id_101927650	id_LINC02126		0	7246		hPHH_0
grey	id_101927701	id_LINC01812		0	7246		hPHH_0
grey	id_101927704	id_MIR3663HG		0	7246		hPHH_0
grey	id_101927715	id_LINC01029		0	7246		hPHH_0
grey	id_101927722	id_LINC01644		0	7246		hPHH_0
grey	id_101927766	id_LINC01847		0	7246		hPHH_0
grey	id_101927821	id_LINC01425		0	7246		hPHH_0
grey	id_101927843	id_LINC01687		0	7246		hPHH_0
grey	id_101927869	id_LINC01689		0	7246		hPHH_0
grey	id_101927876	id_LINC01654		0	7246		hPHH_0
grey	id_101927900	id_LINC01477		0	7246		hPHH_0
grey	id_101927992	id_LINC01213		0	7246		hPHH_0
grey	id_101927994	id_LINC01087		0	7246		hPHH_0
grey	id_101928031	id_LINC01809		0	7246		hPHH_0
grey	id_101928043	id_LINC01635		0	7246		hPHH_0
grey	id_101928104	id_LINC01482		0	7246		hPHH_0
grey	id_101928165	id_CASC17		0	7246		hPHH_0
grey	id_101928167	id_LINC01917		0	7246		hPHH_0
grey	id_101928190	id_LINC01487		0	7246		hPHH_0
grey	id_101928205	id_LINC02097		0	7246		hPHH_0
grey	id_101928276	id_LINC01227		0	7246		hPHH_0
grey	id_101928327	id_LINC01921		0	7246		hPHH_0
grey	id_101928420	id_LINC01490		0	7246		hPHH_0
grey	id_101928435	id_LINC01700		0	7246		hPHH_0
grey	id_101928460	id_LINC01756		0	7246		hPHH_0
grey	id_101928496	id_LINC01492		0	7246		hPHH_0
grey	id_101928537	id_LINC01494		0	7246		hPHH_0
grey	id_101928555	id_LINC01537		0	7246		hPHH_0
grey	id_101928559	id_LINC01467		0	7246		hPHH_0
grey	id_101928583	id_CLDN11		0	7246		hPHH_0
grey	id_101928602	id_LINC01775		0	7246		hPHH_0
grey	id_101928684	id_LINC01209		0	7246		hPHH_0
grey	id_101928687	id_LINC01468		0	7246		hPHH_0
grey	id_101928710	id_LINC02081		0	7246		hPHH_0
grey	id_101928751	id_LINC01657		0	7246		hPHH_0
grey	id_101928770	id_LINC01526		0	7246		hPHH_0
grey	id_101928773	id_LINC01449		0	7246		hPHH_0
grey	id_101928778	id_LINC01741		0	7246		hPHH_0
grey	id_101928795	id_LINC01448		0	7246		hPHH_0
grey	id_101928886	id_LINC01864		0	7246		hPHH_0
grey	id_101928973	id_LINC01732		0	7246		hPHH_0
grey	id_101928989	id_MIR4300HG		0	7246		hPHH_0
grey	id_101929034	id_LINC02116		0	7246		hPHH_0
grey	id_101929052	id_LINC00836		0	7246		hPHH_0
grey	id_101929082	id_LINC01333		0	7246		hPHH_0
grey	id_101929093	id_LINC01350		0	7246		hPHH_0
grey	id_101929144	id_LINC01858		0	7246		hPHH_0
grey	id_101929153	id_LINC02114		0	7246		hPHH_0
grey	id_101929164	id_LINC01859		0	7246		hPHH_0
grey	id_101929181	id_LINC01647		0	7246		hPHH_0
grey	id_101929260	id_LINC01920		0	7246		hPHH_0
grey	id_101929261	id_LINC02123		0	7246		hPHH_0
grey	id_101929265	id_LINC01428		0	7246		hPHH_0
grey	id_101929378	id_LINC01876		0	7246		hPHH_0
grey	id_101929406	id_LINC01648		0	7246		hPHH_0
grey	id_101929450	id_LINC02099		0	7246		hPHH_0
grey	id_101929486	id_LINC01722		0	7246		hPHH_0
grey	id_101929505	id_LINC02150		0	7246		hPHH_0
grey	id_101929520	id_LINC00993		0	7246		hPHH_0
grey	id_101929557	id_LINC01395		0	7246		hPHH_0
grey	id_101929582	id_LINC01241		0	7246		hPHH_0
grey	id_101929607	id_LINC01990		0	7246		hPHH_0
grey	id_101929620	id_LINC01243		0	7246		hPHH_0
grey	id_101929623	id_LINC01215		0	7246		hPHH_0
grey	id_101929651	id_LINC01398		0	7246		hPHH_0
grey	id_101929684	id_LINC01520		0	7246		hPHH_0
grey	id_101929690	id_LINC01583		0	7246		hPHH_0
grey	id_101929694	id_LINC02042		0	7246		hPHH_0
grey	id_101929717	id_LINC02044		0	7246		hPHH_0
grey	id_101929730	id_LINC01352		0	7246		hPHH_0
grey	id_101929745	id_LINC02119		0	7246		hPHH_0
grey	id_101929765	id_LINC01585		0	7246		hPHH_0
grey	id_101954204	id_LINC00644		0	7246		hPHH_0
grey	id_101978719	id_LINC00970		0	7246		hPHH_0
grey	id_101	id_ADAM8		0	7246		hPHH_0
grey	id_10203	id_CALCRL		0	7246		hPHH_0
grey	id_10207	id_PATJ		0	7246		hPHH_0
grey	id_10215	id_OLIG2		0	7246		hPHH_0
grey	id_10218	id_ANGPTL7		0	7246		hPHH_0
grey	id_10219	id_KLRG1		0	7246		hPHH_0
grey	id_10220	id_GDF11		0	7246		hPHH_0
grey	id_10223	id_GPA33		0	7246		hPHH_0
grey	id_10225	id_CD96		0	7246		hPHH_0
grey	id_10232	id_MSLN		0	7246		hPHH_0
grey	id_10233	id_LRRC23		0	7246		hPHH_0
grey	id_10234	id_LRRC17		0	7246		hPHH_0
grey	id_10235	id_RASGRP2		0	7246		hPHH_0
grey	id_10238	id_DCAF7		0	7246		hPHH_0
grey	id_10242	id_KCNMB2		0	7246		hPHH_0
grey	id_10245	id_TIMM17B		0	7246		hPHH_0
grey	id_102467079	id_LINC02180		0	7246		hPHH_0
grey	id_10251	id_SPRY3		0	7246		hPHH_0
grey	id_102546226	id_LINC02060		0	7246		hPHH_0
grey	id_10254	id_STAM2		0	7246		hPHH_0
grey	id_10255	id_HCG9		0	7246		hPHH_0
grey	id_10261	id_IGSF6		0	7246		hPHH_0
grey	id_10266	id_RAMP2		0	7246		hPHH_0
grey	id_102682016	id_LINC01159		0	7246		hPHH_0
grey	id_10268	id_RAMP3		0	7246		hPHH_0
grey	id_10269	id_ZMPSTE24		0	7246		hPHH_0
grey	id_102723165	id_LINC01169		0	7246		hPHH_0
grey	id_102723167	id_MIR133A1HG		0	7246		hPHH_0
grey	id_102723742	id_LINC01500		0	7246		hPHH_0
grey	id_102723927	id_LINC01238		0	7246		hPHH_0
grey	id_102724386	id_LINC01393		0	7246		hPHH_0
grey	id_102724508	id_THCAT158		0	7246		hPHH_0
grey	id_102724699	id_LINC02043		0	7246		hPHH_0
grey	id_10278	id_EFS		0	7246		hPHH_0
grey	id_10279	id_PRSS16		0	7246		hPHH_0
grey	id_10281	id_DSCR4		0	7246		hPHH_0
grey	id_10288	id_LILRB2		0	7246		hPHH_0
grey	id_10297	id_APC2		0	7246		hPHH_0
grey	id_10298	id_PAK4		0	7246		hPHH_0
grey	id_1029	id_CDKN2A		0	7246		hPHH_0
grey	id_10302	id_SNAPC5		0	7246		hPHH_0
grey	id_10309	id_CCNO		0	7246		hPHH_0
grey	id_10316	id_NMUR1		0	7246		hPHH_0
grey	id_10317	id_B3GALT5		0	7246		hPHH_0
grey	id_10319	id_LAMC3		0	7246		hPHH_0
grey	id_10320	id_IKZF1		0	7246		hPHH_0
grey	id_10321	id_CRISP3		0	7246		hPHH_0
grey	id_10324	id_KLHL41		0	7246		hPHH_0
grey	id_10325	id_RRAGB		0	7246		hPHH_0
grey	id_10326	id_SIRPB1		0	7246		hPHH_0
grey	id_10332	id_CLEC4M		0	7246		hPHH_0
grey	id_10333	id_TLR6		0	7246		hPHH_0
grey	id_103344929	id_BGLT3		0	7246		hPHH_0
grey	id_103352670	id_LINC01419		0	7246		hPHH_0
grey	id_10335	id_MRVI1		0	7246		hPHH_0
grey	id_10342	id_TFG		0	7246		hPHH_0
grey	id_10343	id_PKDREJ		0	7246		hPHH_0
grey	id_10345	id_TRDN		0	7246		hPHH_0
grey	id_10347	id_ABCA7		0	7246		hPHH_0
grey	id_103581031	id_CASC23		0	7246		hPHH_0
grey	id_10361	id_NPM2		0	7246		hPHH_0
grey	id_10368	id_CACNG3		0	7246		hPHH_0
grey	id_10371	id_SEMA3A		0	7246		hPHH_0
grey	id_103752554	id_MYCNUT		0	7246		hPHH_0
grey	id_10382	id_TUBB4A		0	7246		hPHH_0
grey	id_10388	id_SYCP2		0	7246		hPHH_0
grey	id_1038	id_CDR1		0	7246		hPHH_0
grey	id_10390	id_CEPT1		0	7246		hPHH_0
grey	id_103910	id_MYL12B		0	7246		hPHH_0
grey	id_10394	id_PRG3		0	7246		hPHH_0
grey	id_10396	id_ATP8A1		0	7246		hPHH_0
grey	id_10399	id_RACK1		0	7246		hPHH_0
grey	id_10407	id_SPAG11B		0	7246		hPHH_0
grey	id_10408	id_MYCNOS		0	7246		hPHH_0
grey	id_10411	id_RAPGEF3		0	7246		hPHH_0
grey	id_10418	id_SPON1		0	7246		hPHH_0
grey	id_1041	id_CDSN		0	7246		hPHH_0
grey	id_10425	id_ARIH2		0	7246		hPHH_0
grey	id_10439	id_OLFM1		0	7246		hPHH_0
grey	id_1043	id_CD52		0	7246		hPHH_0
grey	id_10443	id_N4BP2L2		0	7246		hPHH_0
grey	id_10446	id_LRRN2		0	7246		hPHH_0
grey	id_104472717	id_LINC01224		0	7246		hPHH_0
grey	id_1044	id_CDX1		0	7246		hPHH_0
grey	id_10450	id_PPIE		0	7246		hPHH_0
grey	id_10451	id_VAV3		0	7246		hPHH_0
grey	id_10454	id_TAB1		0	7246		hPHH_0
grey	id_1045	id_CDX2		0	7246		hPHH_0
grey	id_10462	id_CLEC10A		0	7246		hPHH_0
grey	id_10467	id_ZNHIT1		0	7246		hPHH_0
grey	id_10471	id_PFDN6		0	7246		hPHH_0
grey	id_10474	id_TADA3		0	7246		hPHH_0
grey	id_10480	id_EIF3M		0	7246		hPHH_0
grey	id_10481	id_HOXB13		0	7246		hPHH_0
grey	id_10485	id_C1orf61		0	7246		hPHH_0
grey	id_1048	id_CEACAM5		0	7246		hPHH_0
grey	id_104	id_ADARB1		0	7246		hPHH_0
grey	id_10501	id_SEMA6B		0	7246		hPHH_0
grey	id_10505	id_SEMA4F		0	7246		hPHH_0
grey	id_10507	id_SEMA4D		0	7246		hPHH_0
grey	id_10518	id_CIB2		0	7246		hPHH_0
grey	id_105221694	id_BISPR		0	7246		hPHH_0
grey	id_10522	id_DEAF1		0	7246		hPHH_0
grey	id_10536	id_P3H3		0	7246		hPHH_0
grey	id_105371397	id_KLHDC4		0	7246		hPHH_0
grey	id_105375355	id_UPK3B		0	7246		hPHH_0
grey	id_10539	id_GLRX3		0	7246		hPHH_0
grey	id_1053	id_CEBPE		0	7246		hPHH_0
grey	id_10542	id_LAMTOR5		0	7246		hPHH_0
grey	id_10549	id_PRDX4		0	7246		hPHH_0
grey	id_10551	id_AGR2		0	7246		hPHH_0
grey	id_10556	id_RPP30		0	7246		hPHH_0
grey	id_10562	id_OLFM4		0	7246		hPHH_0
grey	id_10563	id_CXCL13		0	7246		hPHH_0
grey	id_10568	id_SLC34A2		0	7246		hPHH_0
grey	id_1056	id_CEL		0	7246		hPHH_0
grey	id_10574	id_CCT7		0	7246		hPHH_0
grey	id_10575	id_CCT4		0	7246		hPHH_0
grey	id_10578	id_GNLY		0	7246		hPHH_0
grey	id_10584	id_COLEC10		0	7246		hPHH_0
grey	id_10587	id_TXNRD2		0	7246		hPHH_0
grey	id_10595	id_ERN2		0	7246		hPHH_0
grey	id_105	id_ADARB2		0	7246		hPHH_0
grey	id_10603	id_SH2B2		0	7246		hPHH_0
grey	id_10609	id_P3H4		0	7246		hPHH_0
grey	id_10617	id_STAMBP		0	7246		hPHH_0
grey	id_10618	id_TGOLN2		0	7246		hPHH_0
grey	id_10629	id_TAF6L		0	7246		hPHH_0
grey	id_10630	id_PDPN		0	7246		hPHH_0
grey	id_10631	id_POSTN		0	7246		hPHH_0
grey	id_10632	id_ATP5L		0	7246		hPHH_0
grey	id_10633	id_RASL10A		0	7246		hPHH_0
grey	id_10641	id_NPRL2		0	7246		hPHH_0
grey	id_10642	id_IGF2BP1		0	7246		hPHH_0
grey	id_10644	id_IGF2BP2		0	7246		hPHH_0
grey	id_10647	id_SCGB1D2		0	7246		hPHH_0
grey	id_10648	id_SCGB1D1		0	7246		hPHH_0
grey	id_10650	id_PRELID3A		0	7246		hPHH_0
grey	id_10652	id_YKT6		0	7246		hPHH_0
grey	id_10655	id_DMRT2		0	7246		hPHH_0
grey	id_10659	id_CELF2		0	7246		hPHH_0
grey	id_10660	id_LBX1		0	7246		hPHH_0
grey	id_10661	id_KLF1		0	7246		hPHH_0
grey	id_10663	id_CXCR6		0	7246		hPHH_0
grey	id_10665	id_C6orf10		0	7246		hPHH_0
grey	id_10666	id_CD226		0	7246		hPHH_0
grey	id_10671	id_DCTN6		0	7246		hPHH_0
grey	id_10675	id_CSPG5		0	7246		hPHH_0
grey	id_10683	id_DLL3		0	7246		hPHH_0
grey	id_10686	id_CLDN16		0	7246		hPHH_0
grey	id_1068	id_CETN1		0	7246		hPHH_0
grey	id_10690	id_FUT9		0	7246		hPHH_0
grey	id_10693	id_CCT6B		0	7246		hPHH_0
grey	id_10694	id_CCT8		0	7246		hPHH_0
grey	id_10699	id_CORIN		0	7246		hPHH_0
